1431_2,I think there are two ways to improve the beta program: 1.,0
1432_1,Make apps available immediately.,1
1433_1,"When developing on iOS (using testflight) or Android, we don't have to wait two",0
1434_1,We upload a new version or have the users download an update immediately.,0
1435_1,"If immediate approval is not possible, then apps that have been published should",1
1435_2,"When we receive emails saying the beta application is published, users are not a",0
1435_3,Users are reporting a 1-2 day time between when the app is approved to when it i,0
1435_4,Users receive a strange marketplace error when trying to download the applicatio,0
1437_1,When developing apps it is often useful to leverage existing Launchers and Choos,0
1437_2,Currently this is only exposed for system-level data and operations.,0
1438_1,It would be ideal to allow apps to expose certain bits of data or functionality,1
1438_2,Imagine shopping apps being able to share a set of data such as a wish list or n,0
1440_1,"Imagine having an installed app do what it does best for another app, such as pe",0
1440_2,It would be the responsibility of the app to decide what it exposes for data or,0
1440_4,This can first be alleviated as with other security screening by prompting the u,1
1440_15,"In such case, you'd better make your videos carefully so that it can leave a goo",1
1440_16,"If you convert video to FLV flash video, which features much smaller size than p",1
1443_3,select FLV as output format,0
1443_4,"If you are more requirements of your video, such as bit rate, encoder, etc, you",0
1443_5,"When everything is finished, you can click Start button to start the video to F",0
1443_6,You are allowed to preview the converting process in slideshow.,0
1443_7,"As 99% computer owners have installed flash plugin in web browser, so it's natur",0
1443_8,"If you convert video to FLV flash video, which features much smaller size than_æ",0
1443_9,Allow the BackgroundAudioPlayer to play tracks from the MediaLibrary.,1
1443_10,Or allow applications that implement the XNA MediaPlayer class to run in the bac,1
1444_2,"Please add the possibility to add your own spell check service, or provide the d",1
1444_3,"When I want to build some tiles in my app, I have to use buttons that I give a c",0
1445_1,"But this is ugly since everyone implements this in another way, resulting in odd",0
1446_1,We need a simple and standardized way to create simple tiles that function as bu,1
1446_2,Beta testers test our apps for free.,0
1446_3,It would be nice if when the app/game is published in the marketplace we could i,1
1448_1,"Android,iOs and Blackberry are compatible with this API So why don't we",1
1449_1,I would be a really nice gesture to have an option wich can put everything to th,1
1449_2,Visual Studio 11 and new Expression Blend.,0
1449_3,Merge products together.,1
1449_4,"Add 'open app in marketplace' in the app menu (rate & review, uninstall, pin to",1
1449_5,It does not look professional when scrolling upward at the end of any page or do,0
1449_6,It is part of the effect through the whole operating system and does not particu,0
1449_7,Sometime the stretched content of the page does not look professional.,0
1449_10,We need UPD broadcast to search for our devices in the network.,1
1449_17,"When an exception is thrown and intercepted by the debugger, Edit and Continue p",0
1451_2,We can allow music that is not copyrighted to be accessible if that is a huge is,1
1452_3,"Link to sql is not efficient at all, could they include sql , sqlight or other l",1
1454_1,"It s impossible to connect easily to ftp network, I suggest to include it in the",1
1455_1,We want an Office Hub that open Openoffice document.,1
1456_4,Currently for dynamic data binding controlls like listbox  is recommended.,1
1459_1,Why can't I change phone search and IE search to Google or another provider that,1
1460_6,Fix Bing or fix the phone.,1
1464_2,"At best this is unclear, but should the user pan or zoom they lose the frame of",0
1464_3,You can sometimes work around this behaviour by specifying a search for the plac,0
1465_1,If the search finds nothing you get no pin.,0
1465_2,Or if the search finds something other than what you intended you can end up wit,0
1466_3,If it were possible to tell the task to show a pin (or pins) at a specific point,1
1467_1,Even if we could just specify a label for the pin that would be better than noth,1
1469_1,"Add an option Private to lock photos, movies, songs, calendar appointments...",1
1470_1,An exit button should be there on all application software's.,1
1470_2,"Show used volume, so you can see how much MB of your inclusive volume is already",1
1471_1,We could just upload a CSR and Microsoft provide a signed certificate via their,1
1472_2,It would be nice if a choice between vibration and the sound is given for typing,1
1473_1,Pin settings 'airplane mode' 'wifi' etc in the start screen,1
1476_3,Allowing for tester groups or profiles would allow for efficient test setup in t,1
1477_1,"Additionally, it would be great to have additional support for Enterprise develo",1
1477_2,"First, an Enterprise Developer account could be established with a cost of, say",1
1479_2,"Ideally, a mini storefront or splash page for the company and product would help",1
1479_5,Allowing for tester groups or profiles would allow for efficient test setup in t,1
1479_6,"If the app shows sensitive data when deativated, it would be good to be able to",1
1479_7,"Daemon service should be turnable on and off per app basis, in the same way like",1
1481_2,Microsoft should advertise windows phone development APIs in Visual Studio,1
1481_4,"Please make it instead fire an event, which could be used to open an app's searc",1
1485_3,At least support displaying static GIF image.,1
1485_10,"Back and forward buttons needed, not the capacitive back button.",1
1485_12,Please consider to enable support for unsafe code in Silverlight and Xna apps.,1
1488_7,Maximizing all current main apps would be better than having 1mil appd in the ma,1
1490_1,Create option to allow Periodic Agents to run even if app has not been opened fo,1
1491_1,This gives my family up to four LIVE accounts.,0
1492_1,"On an Xbox, we can log in and play games no problem, yet a W7 phone allows for o",0
1492_2,"I can't even log in to another account to check or edit it, let alone play games",0
1492_3,A certain rival brand of phones allows users to switch between their LIVE equiva,0
1492_4,"I bought my WP7 phone with gaming in mind, but there's more than one gamer in th",1
1498_7,Keeping the message as draft when exiting would save me the hassle of having to,1
1499_1,Can we have windows phone development using visualstudio lite IDE which includes,1
1500_8,"Start by expanding the number of apps that can use a certain key word, such as c",1
1500_9,"Secondly, you need to limit the number of apps that a publisher can submit with",1
1504_1,We should have some way within our app to get notify that whether user selected,1
1507_6,It would be more useful if specific Service apps could be released that would ex,1
1509_1,"Would be nice if in power point, could have same method as in pictures hub for n",1
1512_6,Received from an MVP this week over email: It would be great to be able to have,1
1512_8,Other devices use this format and it would be great to see it supported by Windo,1
1514_3,they all use Sip so it would be great to have a native sip client integrated.,1
1514_11,Also a T9 keyboard would be nice too.,1
1514_16,I want to be able to add a picture to the media library and then start the Share,1
1515_2,Remove the 50 apps limit from the phone and 100 app limit from the marketplace w,1
1515_6,add a quick access Block button/function to be used when receiving spam over cha,1
1515_8,I would like to see a monthly/yearly subscription model introduced that let me c,1
1515_10,We really need Assembly Binding Redirection (or Publisher Policies) in Windows P,1
1519_3,It would be great if you could add .png support to the medialibrary so that we c,1
1519_5,Being able to use simple uncompressed .wav files would open up many possibilitie,1
1519_6,It would be great if the Windows Phone development team could allow us to use th,1
1520_2,Provide preference setting to categorize apps in the long list by their categori,1
1520_3,This will provide more usability of the live tiles on the start menu..especially,0
1520_4,Please get metequotes to make metatrader for Windows Phone.,1
1520_5,"Need of Logger Class to log error,Info,Verbose and daemon Information.",1
1521_1,As it is available in android.It improves the debugging process.,0
1521_3,"It displays the certificate signer information, but you could easily upload two",0
1522_1,Minimally it should show the CN from the subject which matches the service name,1
1523_1,Ideally it would allow you to download the certificate for verification or at le,0
1523_2,Right now you can upload an unsupported certificate or even self-signed cert and,0
1523_3,Allow the user to be able to set a custom reminder time such as 2 hours or 1.5 h,1
1523_4,At present you only provide fixed values like 1hr or 18hr before!,0
1523_5,tesco club card app shows you points and you have you clubcard bar code avaible,0
1524_1,"apps has your nectar that you are able to scan in stores, also shows you your po",0
1525_2,I would like a button I can click that will only select the countries for which,1
1530_1,Support file transfer such as PDF files,1
1533_2,A bevy of restrictions can also be heaped on the said user control in order to m,1
1533_3,"Let Live tiles be live, please.",1
1533_4,when an alarm pops up an option to edit the reminder should be included instead,1
1536_1,I need a posibility to set the keyboard language from code.,1
1536_2,"the focus on TextBox1 opens the keyboard with the german layout, the focus on Te",0
1536_3,on desktop under net 2.0/3.5 is this no problem: Windows Forms: InputLanguage.Cu,0
1536_4,"If the keyboard is not installed, nothing changes and the current layout remain.",0
1537_1,"Please implement this, it is important for me for a translation application.",0
1538_1,"I suggest to create hardware ratings, like ones in Winows 7 (WEI), for the smart",1
1538_2,I think that this ratings will even enable developers to create different versio,0
1538_3,It would be nice to be able to use the computer keyboard when using the emulator,1
1538_4,It's a bit frustrating to type with the mouse.,0
1538_5,we can't use some important libraries in the background agent like Microsoft.dev,0
1538_6,"currently you can only pin an album, but it would be useful if you can pin a sin",1
1538_8,"school schedule, bus route, or a picture of someone you like...",0
1538_9,The current AdControl crashes any app which uses the silverlight/XNA hybrid mode,0
1538_10,Apparently this has never worked nor communicated to Devs!,0
1538_11,I normally wouldn't say This is unexceptable but given that silverlight/xna hybr,0
1538_12,...which is useful if you want to add an appointment with the same time/location,0
1538_13,"Currently when you press and hold an appointment in the calendar, you have the o",0
1538_14,"You either have re-enter all the info, or change the date of the old appointment",0
1538_16,"local scout should show more than just 20 results, there should be the ability t",1
1538_17,"often i try to search for a restaurant and there is no result under local, inste",0
1538_18,"this would save me that hastle, and make planning journeys much simpler.",0
1539_1,Allow an app to disable text messaging preview.,1
1542_1,Allow users to link their app with the 'me' and 'people' hub directly.,1
1542_2,Now that we have API access to contact information it would be useful to immedia,1
1542_3,"Skype, twitter, etc.",0
1543_1,Add a full support of RegionInfo and add possibility to instanciate one with two,1
1543_2,"SO, we can use it to dispal country name with user language.",0
1544_1,Add option to hide keyboard: specially when you want to copy a long text.. the k,1
1544_2,Exactly As The Title Says.,0
1544_3,can you please create a tesco clubcard app,1
1545_1,Allow the ability to view SSL Certificates on HTTPS Connections in IE and have t,1
1545_5,I suggests to add some kind of Storage to store GPS POI.,1
1545_6,In addition this storage may have integration with contacts to allow user have g,1
1548_1,port Internet Explorer 10 to a mobile version (as soon as ie10 is ready) to get,1
1548_2,pls support fixed possitioned elements!!,1
1549_2,I'd like to have tiles of various colours on my start screen.,1
1549_6,Allow access to raw data such as signal strength imformation to allow creation o,1
1549_14,It would be nice if there were an app that logged things that happen on your pho,1
1549_15,it would be also great if there were an icon in the status bar that indicates t,1
1552_1,I'd like the ability for an application to be quick loaded from the right-hand c,1
1552_2,"If that's not possible, allow a button to be overriden and pressed during the lo",1
1554_1,"Also, I want to be able to set the % left of power for when the batterysaver kic",1
1555_1,The default setting is way too late--I'd prefer 50% or more remaining before tur,1
1555_4,It'd be very convenient for developers without actual devices to test their apps,1
1556_1,Please upgrade the YouTube App by Microsoft Corp. with Metro UI instead directin,1
1558_5,Expose the SongCollection class so we can add and remove song objects from custo,1
1558_7,Allow the BackgorundAudioAgent to utilise the XNA framework so that the device's,1
1558_8,You would also need to provide a conversion mechanism to convert a Song to an Au,1
1558_9,Relax the restrictions around application running under a locked screen and/or i,1
1558_13,Unless of course we go with a predetermined SongCollection such as SongCollectio,0
1558_15,We need the ability to build apps that are capable of video editing for WP!,1
1559_1,Please DevGroup make this APIs should enable developers to build apps that inclu,1
1559_2,This is needed to build VoIP application.,0
1560_1,Playing audio stream in loudspeaker is uncomfortable for users.,0
1560_2,"sir, i have samsung omnia w. its running latest update.",0
1560_3,"when i charged my phone, then the key press becomes laggy and hard",0
1562_1,Allow applications to define custom shaders in HLSL.,1
1563_1,This will allow sophisticated game graphics and real-time image processing.,0
1563_2,Also allow access to MP4 encoder library (hardware accelerated) so apps can gene,1
1564_1,"This should also allow apps to read existing videos, modify frames and write the",0
1564_2,for gps tracking apps,0
1566_1,"There is an Android app which displays all local wifi connections, with their ch",0
1567_1,WPF7 should have one like this too!,0
1567_2,"Currently, I can detect and control what the embedded Zune player is currently p",0
1567_3,The same can't be done with 3rd party apps implementing background audio streami,0
1567_4,"Hello, thank you for this site.",0
1567_5,I was very happy to be able to scan barcodes from the search button and I would,0
1571_4,The design guidelines should be the law.,1
1572_1,"Don't allow ugly interfaces, be stricter on things like navigation, general look",1
1573_1,"Give developers good explanation what they do wrong, and enforce good design.",1
1573_2,"If something is unresponsive, it should not be allowed unless there is a clear a",1
1573_3,"Apps should take no longer than 2-3 seconds to start, and need to explain why th",1
1573_4,Make the marketplace of the highest quality out there!,1
1573_5,Support for WEBGL like the rest of the world - Microsoft have done this too many,1
1573_6,The biggest problem I almost exclusively run into when working on WP7 apps is th,0
1574_1,It's takes quite some effort to work around that problem.,0
1575_1,And according to web searches about this problem I felt that I'm not a lone with,0
1577_1,It'd be great if you would work on a solution to improve the situation.,0
1577_2,too often we come across a word in an app we might not know or we just want to c,1
1577_3,with this mod we can enjoy the platform more the than ever before is to make in,1
1578_1,An address bar should be added to Calendar items to give the location of your ap,1
1578_2,This address should be visible on the Bing maps showing you the location of your,1
1579_1,"Vice versa, you should be able to schedule via the Bing maps, adding a location",1
1580_1,Return back a multi-task support (may be optional?) will significal improve adva,1
1580_3,"In current situation its almost impossible to create some kind of applications,",0
1580_4,A color picker control just like the one in the phone's settings would be really,1
1580_5,"I know I can code one, but it should be one of the standard controls.",0
1580_6,The current IE mobile browser doesn't support keyup correctly.,0
1580_8,I'd like to show Youtube videos in my app.,0
1581_2,"I would like to have control over the size, positioning and playback of a video.",1
1582_1,there should be an option to change the working of these buttons to double click,1
1585_3,"Allow for video camera control, start and stop recording from the touch screen i",1
1589_2,A demo or prototype category like it exists on Android would solve this issue.,1
1589_3,As of now the number of contacts that can be added to a group is restricted to 2,1
1589_4,Already music streaming is supported but only for single songs.,0
1589_5,would't it be great to add albums to SkyDrive and stream them directly from ther,1
1589_6,Prefferably the albums would be integrated in the music & videos hub similarly t,1
1589_7,All notifications should exist in a pull down shade in iOS/Android style.,1
1589_8,The pull down shade should take on the color theme you have choosen for your pho,1
1589_9,Notifications should exist within the shade as black tiles and will illustrate t,1
1589_10,have a background agent enable all the time to execute an application event not,1
1589_11,"Ability to add a custom buttons to system call app, like in screenshots http://b",0
1589_12,Access to call voice stream in/out 2.,0
1589_13,"Access to call controls, can initiate a new call, end exists, etc, all features",0
1590_1,"currenty when you hit the Back button from the Folders (in the Mail app), it tak",0
1590_2,Please fix this so that it goes back to Inbox (and not exit the app!),0
1590_3,"in addition to the current Alphabetical view, add Sorting options like: Sort by",1
1590_4,"Doing something like the actual WebBrowserTask, but with Uri pointing to file in",0
1591_1,Add a method to run another app passing params.,1
1591_2,there should be a function to costumise the tile depending on mood,1
1592_1,"if the homescreen's tile automaticaly arranged in recent , most used, favart, an",0
1592_2,then it would be better,0
1594_1,"Let us buy internet, free sms or minutes in our career codes.",1
1595_1,Let us call codes *...# I think it's one of the most important things here.,1
1596_3,Support for word wrap or something would let us give more meaningful titles to o,1
1599_2,The ability to broadcast and bind sockets to a port would be handy for making lo,1
1600_4,We want a clean and simple interface which WORKS.,1
1600_12,"I, for example, wrote four applications in about two days.",0
1600_13,Getting them all published took me over three months.,0
1602_1,It's just not right.,0
1603_1,The process (particularly for someone under the age of 18) of getting a Dreamspa,0
1603_2,windows phone dev is powerless without low level api to access drivers or add fe,0
1603_3,I have developed an app which plays audio using the BackgroundAudioPlayer.,0
1603_4,"If I am listening to audio over Bluetooth and I pause the audio, if the Bluetoot",0
1603_5,"I run continous background processing in my app (frequency analysis of the mic,",0
1603_6,I'd like to control the priority of this background thread to make the user expe,1
1603_7,"We note that microsoft bought Skype, so we need an app that includes Facebook ch",1
1603_8,Enterprise feature,0
1603_9,calendar functionality does not allow for specifying end date for meeting or app,0
1603_10,Bring back reccurrence from wm 6.5 where you could create complex meeting schedu,1
1603_11,Then i can write an App to simulate a Keyboard or a mouse and don't need softwar,0
1603_12,"In SDK give an UI explorer view for Isolated Storage to download, upload isolate",1
1603_13,This will help in testing out and debugging applications which use Isolated stor,0
1604_1,"it is not possible to send an email with an attachement, i.e.",0
1605_1,when applying for a job.,0
1605_2,A faster way to switch between vibration on and off than having to open settings,0
1605_3,It would be nice with a switcher on the volume control like the button ring/sile,1
1606_1,"Android gives you the capability to zee how much storage a particular app uses,",1
1606_2,when ever i make a call my phone's screen goes dark even if im not puting it on,0
1606_3,Ive read alot of concerns regarding this problem.,0
1607_1,why shouldn't I as user be able to see reviews made by people from other countri,0
1607_2,"Here in Denmark there aren't that many wp users yet, so a lot of apps will show",0
1607_3,to sell phones with qwerty sliding like HTC 7 Pro Arrive while OS is not providi,0
1607_5,When you enter a wrong word in the keyboard dictionary (e.g .while typing in wor,0
1607_6,the only way to remove it is to clear the full dictionary (by using keyboard / t,0
1607_7,We need a way to select the word(s) we want to delete,1
1607_9,Control to send desired picture to native pinch to zoom controller.,0
1607_10,One line of code to enable native picture viewer with pinch-to-zoom.,0
1607_11,Instead of having to tap the screen you should have the choice of locking it at,1
1607_12,"Tuenti is a social network as Facebook (in Spanish or English or Catalan), it wo",1
1607_13,I have a lot spanish friends who have hesitated to buy a Windows phone (and fina,0
1607_14,android has the pull down notification area well we should have a live tile wher,1
1607_16,"possibility of viewer and writter .rar files, and native support .rar would good",0
1607_17,"The built-in support for some DPWS devices would be nice, especially printing to",1
1607_18,Implementing such protocol is not impossible and printing from applications woul,1
1607_19,"If phone is lost allow remotely setting custom message on the lock screen, i.e.",1
1607_21,As for now the PictureDecoder can only decode JPG and run on the UI thread.,0
1607_22,I am especially thinking about tile generation on background agents : I'd like t,1
1607_23,extended ability to highlight text or links within apps such as Facebook and Twi,0
1607_24,"improoved text edit cursor positioning, when highlighting text close to the top",0
1607_25,wifi data transfer wp7 to wp7,0
1608_1,The ability for applications to follow the data connection of the device (especi,0
1608_2,"if they run as background tasks with live tiles, as most carriers provide limite",0
1609_1,We can able to call Managed code functionality in silver light 3.,0
1609_2,But in windows Phone for silverlight dosnt provide the dll System Windows Browse,0
1610_1,Better Multitasking with the ability to have background applications on.,0
1611_1,Example I am playing a game and i pause and want to play later.,0
1611_2,"Then i want to use my phone as usual, go in to other apps and that kind of stuff",0
1611_3,Then later when i want to continue playing from where I paused I hold the back b,0
1611_4,It would be really cool if developers could get api access to Xbox Live Gamertag,1
1611_5,It would also help a lot for leaderboards too.,0
1611_6,"If you look at all of the most popular programs in any field (Photoshop, Office,",0
1612_1,Bring this to Windows phone to all native apps.,0
